ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_trigger_state,buy_opportunity_type,buy_entry_probability,buy_entry_zone,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_p_acceptance_1d,buy_p_fail_fast_3d,buy_breakout_quality,buy_volume_state,buy_volume_pattern,buy_position_state,buy_trend_truth_score,buy_readiness_score,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_trigger_state,sell_opportunity_type,sell_entry_probability,sell_entry_zone,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_p_acceptance_1d,sell_p_fail_fast_3d,sell_breakout_quality,sell_volume_state,sell_volume_pattern,sell_position_state,sell_trend_truth_score,sell_readiness_score,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,new_trigger_filter,mismatch_type
002414.SZ,高德红外,2025-05-09,2025-05-15,6,500,8.55,8.51,-20.0,-0.0047,defense_first,stand_aside,exit_on_invalidation,97,exhausted,reject,0.4021,watch,64,0.9132,0.0067,0.9266,0.0242,suspicious,neutral,neutral,high_zone,63.06819560362237,48.86309473821365,显著强于基准,4.8565,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.3962,avoid,64,0.8644,0.0056,0.7495,0.0222,invalid,contract,neutral,rising,71.15622887649386,53.70332379857304,与基准大体同步,4.785,0.0,True,False,False,False,True,True,other
601919.SH,中远海控,2025-05-14,2025-05-16,2,200,16.39,15.98,-82.0,-0.025,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.1501,avoid,63,0.0132,0.0981,0.0522,0.1622,suspicious,expand,neutral,high_zone,76.44698046185032,75.29670443990778,显著强于基准,-30.7135,0.0,defense_first,stand_aside,exit_on_invalidation,88,watch,reject,0.3021,avoid,64,0.2394,0.0186,0.7894,0.1178,invalid,contract,neutral,rising,73.1731838371398,61.73994290739796,显著强于基准,-21.8855,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
601319.SH,中国人保,2025-05-15,2025-05-19,4,500,8.26,8.22,-20.0,-0.0048,defense_first,stand_aside,exit_on_invalidation,100,exhausted,reject,0.1156,avoid,70,0.1343,0.0707,0.0412,0.0727,suspicious,expand,distribution,high_zone,46.042337492443494,47.230514182764814,显著强于基准,-31.474,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,99,watch,observe,0.3873,avoid,70,0.5393,0.1213,0.5207,0.1568,suspicious,contract,gentle_expand,rising,82.88840441477046,61.17958934210768,显著强于基准,-16.5435,0.0,True,False,False,True,False,True,other
601866.SH,中远海发,2025-05-16,2025-05-19,3,1600,2.75,2.7,-80.0,-0.0182,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.1779,avoid,69,0.0513,0.8821,0.8458,0.9118,suspicious,expand,impulsive_spike,rising,71.99196624892197,71.03338854454418,显著强于基准,-79.6765,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.2601,avoid,68,0.5506,0.0695,0.9169,0.6333,suspicious,neutral,impulsive_spike,rising,78.91055985118757,67.41150058963768,显著强于基准,-48.2815,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
600415.SH,小商品城,2025-05-15,2025-05-20,5,200,16.69,17.17,96.0,0.0288,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.338,avoid,66,0.8803,0.0608,0.0358,0.1149,suspicious,contract,neutral,high_zone,65.72113973645838,53.15306938092583,显著强于基准,-5.078,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3679,avoid,66,0.6994,0.0095,0.4333,0.0247,suspicious,neutral,neutral,high_zone,70.39910988144624,59.60624827766301,显著强于基准,-1.9385,0.0,False,True,False,True,False,True,other
601018.SH,宁波港,2025-05-20,2025-05-21,1,1100,3.82,3.82,0.0,0.0,defense_first,stand_aside,exit_on_invalidation,96,watch,observe,0.2972,avoid,63,0.118,0.8239,0.099,0.8747,valid,expand,neutral,rising,64.67146259502138,64.15015069706004,与基准大体同步,-66.148,0.0,defense_first,stand_aside,exit_on_invalidation,77,watch,reject,0.6003,candidate,73,0.3094,0.4637,0.1216,0.6799,invalid,contract,gentle_expand,rising,69.26206287104569,59.91968352815247,与基准大体同步,-53.6425,0.0,False,False,False,False,True,True,other
600699.SH,均胜电子,2025-05-19,2025-05-21,2,200,19.31,20.06,150.0,0.0388,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.1868,avoid,69,0.0777,0.0678,0.0461,0.0902,suspicious,expand,neutral,high_zone,72.98055160120859,72.08264493526279,显著强于基准,-29.452,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3114,avoid,71,0.1183,0.0799,0.2567,0.0759,suspicious,expand,neutral,high_zone,83.77879265038285,71.63017751283724,显著强于基准,-24.175,0.0,False,True,False,True,False,True,other
002456.SZ,欧菲光,2025-05-21,2025-05-22,1,300,12.83,12.56,-81.0,-0.021,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,71,watch,observe,0.4299,watch,71,0.0731,0.8061,0.159,0.8535,suspicious,expand,neutral,rising,62.320380528398445,61.87849654318268,略强于基准,-76.5525,0.0,defense_first,stand_aside,exit_on_invalidation,58,watch,first_buy,0.5003,watch,71,0.7431,0.4633,0.1689,0.4343,invalid,contract,neutral,rising,66.67664379397203,55.081360400494006,与基准大体同步,-39.3825,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
600699.SH,均胜电子,2025-05-22,2025-05-23,1,200,19.4,19.23,-34.0,-0.0088,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.3973,avoid,72,0.1106,0.9083,0.1088,0.8259,invalid,neutral,neutral,rising,89.9539873702501,66.51706505802339,显著强于基准,-66.4635,0.0,defense_first,stand_aside,exit_on_invalidation,89,watch,reject,0.4351,watch,72,0.7353,0.2784,0.6617,0.2082,invalid,contract,neutral,rising,87.4056662076142,62.94786911855866,显著强于基准,-19.0565,0.0,True,False,False,False,True,True,other
002080.SZ,中材科技,2025-05-19,2025-05-23,4,200,16.32,16.21,-22.0,-0.0067,defense_first,stand_aside,exit_on_invalidation,100,exhausted,reject,0.1581,avoid,59,0.8578,0.1147,0.7859,0.1189,valid,expand,distribution,high_zone,46.57617819299344,46.14021739436939,显著强于基准,-6.8635,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.3826,avoid,64,0.8154,0.0392,0.8727,0.0703,invalid,contract,neutral,rising,81.24159590684394,55.73245901741139,显著强于基准,0.307,0.0,True,False,False,False,True,True,other
002074.SZ,国轩高科,2025-05-22,2025-05-23,1,100,25.86,25.23,-63.0,-0.0244,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4244,watch,63,0.031,0.9561,0.0674,0.9228,suspicious,expand,neutral,rising,78.47234463103405,69.40151029282772,显著强于基准,-63.65,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4954,watch,62,0.5513,0.7187,0.3908,0.6078,suspicious,neutral,neutral,rising,81.0055648146153,63.36027808101108,显著强于基准,-30.149,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
600418.SH,江淮汽车,2025-05-23,2025-05-26,3,100,40.84,40.58,-26.0,-0.0064,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.3928,avoid,57,0.053,0.906,0.0265,0.9333,valid,neutral,gentle_expand,rising,76.36777252003759,62.117461238500255,显著强于基准,-59.262,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3723,avoid,57,0.0163,0.8607,0.0584,0.8464,suspicious,contract,neutral,rising,76.13714655678497,59.057887677548806,显著强于基准,-55.7045,0.0,True,False,False,True,False,True,other
600521.SH,华海药业,2025-05-26,2025-05-27,1,200,16.04,16.36,64.0,0.02,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,97,watch,observe,0.3582,avoid,66,0.8247,0.0665,0.9195,0.115,suspicious,neutral,neutral,rising,75.85378192834548,61.16215940491401,略强于基准,-6.337,0.0,defense_first,stand_aside,exit_on_invalidation,92,watch,reject,0.3802,avoid,72,0.5615,0.0353,0.7492,0.2056,invalid,contract,gentle_expand,rising,82.36285413899638,65.02209662311661,略强于基准,-23.797,0.0,False,True,False,False,True,True,other
002294.SZ,信立泰,2025-05-23,2025-05-27,4,100,45.06,43.92,-114.0,-0.0253,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5027,watch,66,0.9045,0.9143,0.0103,0.9504,valid,expand,gentle_expand,high_zone,73.79944873723566,60.98423550512517,显著强于基准,-47.3125,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,97,watch,observe,0.4655,watch,65,0.4481,0.3575,0.1169,0.6203,suspicious,neutral,neutral,rising,71.80724313551222,56.89882452384845,显著强于基准,-38.3585,0.0,True,False,False,True,False,True,other
603979.SH,金诚信,2025-05-27,2025-05-28,1,100,39.94,40.8,86.0,0.0215,defense_first,stand_aside,exit_on_invalidation,59,watch,first_buy,0.5886,candidate,69,0.8342,0.0524,0.9424,0.0448,invalid,neutral,neutral,rising,66.43349201993941,55.673743387022434,略强于基准,-7.867,0.0,defense_first,stand_aside,exit_on_invalidation,67,watch,first_buy,0.4871,watch,69,0.4524,0.0111,0.9275,0.0185,invalid,neutral,neutral,rising,66.02147010834446,56.8966425751005,略强于基准,-15.6925,0.0,False,False,False,False,True,True,other
601727.SH,上海电气,2025-05-27,2025-05-28,1,500,7.72,7.6,-60.0,-0.0155,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.191,avoid,58,0.0678,0.0415,0.146,0.8361,valid,expand,neutral,rising,57.341509296499744,59.0087389265587,略强于基准,-63.215,0.0,defense_first,stand_aside,exit_on_invalidation,65,watch,first_buy,0.3746,avoid,69,0.7758,0.0058,0.6886,0.1465,invalid,contract,neutral,rising,59.34330580422528,52.97711760731068,略强于基准,-22.667,0.0,True,False,False,False,True,True,other
601111.SH,中国国航,2025-05-27,2025-06-04,8,500,8.09,7.85,-120.0,-0.0297,defense_first,stand_aside,exit_on_invalidation,100,exhausted,reject,0.377,avoid,53,0.0557,0.047,0.8847,0.0259,suspicious,contract,neutral,high_zone,50.993707406264065,40.13294717751984,显著强于基准,-1.475,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,84,watch,observe,0.4745,watch,54,0.4587,0.0575,0.8523,0.0222,valid,neutral,pullback_shrink,rising,66.11133026543956,53.87686761108784,与基准大体同步,4.5945,0.0,True,False,False,False,False,True,other
603766.SH,隆鑫通用,2025-06-06,2025-06-09,3,300,14.19,14.13,-18.0,-0.0042,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,94,watch,observe,0.2889,avoid,59,0.1249,0.0066,0.118,0.0135,suspicious,neutral,neutral,rising,64.89407627998241,53.121326939547586,略强于基准,-11.4115,0.0,defense_first,stand_aside,exit_on_invalidation,92,watch,reject,0.283,avoid,64,0.1244,0.0101,0.3815,0.0118,invalid,neutral,neutral,rising,69.09431496828155,56.383308823076,略强于基准,-17.285,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
002384.SZ,东山精密,2025-06-10,2025-06-11,1,100,31.29,31.34,5.0,0.0016,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.38,avoid,62,0.88,0.0408,0.7757,0.0575,suspicious,neutral,neutral,rising,72.76877537811662,56.62543137268532,显著强于基准,4.25,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,98,watch,observe,0.3147,avoid,55,0.5527,0.0466,0.828,0.0887,suspicious,contract,neutral,high_zone,73.69578641313431,54.384476323941406,显著强于基准,-0.8065,0.0,False,True,False,True,False,True,other
600521.SH,华海药业,2025-06-10,2025-06-12,2,200,20.96,21.32,72.0,0.0172,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5969,candidate,63,0.026,0.9381,0.0307,0.9259,valid,expand,gentle_expand,high_zone,100.0,74.78085697892759,显著强于基准,-56.1735,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.6564,candidate,59,0.0856,0.9647,0.5136,0.6993,suspicious,contract,neutral,high_zone,100.0,69.39935805601132,显著强于基准,-34.708,0.0,False,False,False,False,True,True,other
000426.SZ,兴业银锡,2025-06-10,2025-06-16,6,200,16.33,15.96,-74.0,-0.0227,defense_first,stand_aside,exit_on_invalidation,100,exhausted,reject,0.5165,watch,63,0.0753,0.0569,0.0455,0.0845,valid,neutral,gentle_expand,high_zone,68.81058387901135,52.69895143641703,显著强于基准,-8.3215,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.4271,watch,68,0.7693,0.0308,0.5101,0.1403,invalid,neutral,neutral,rising,85.69917780464476,59.51593952142148,与基准大体同步,-6.8125,0.0,True,False,False,False,True,True,other
300450.SZ,先导智能,2025-06-25,2025-06-27,2,100,24.96,24.82,-14.0,-0.0056,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.4273,watch,59,0.0459,0.9266,0.1132,0.0314,valid,expand,gentle_expand,high_zone,80.14367533697893,65.57189599150541,显著强于基准,-5.7375,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4682,watch,59,0.0997,0.5698,0.71,0.1754,suspicious,neutral,neutral,rising,80.29520187335464,57.62411078415104,显著强于基准,-11.461,0.0,True,False,False,True,False,True,other
002074.SZ,国轩高科,2025-06-25,2025-06-27,2,100,33.57,32.2,-137.0,-0.0408,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.2707,avoid,72,0.0625,0.9032,0.0719,0.0859,suspicious,expand,impulsive_spike,high_zone,74.51970229923072,69.4195716262646,显著强于基准,-28.7225,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.4911,watch,72,0.0848,0.1171,0.8442,0.0887,invalid,neutral,neutral,rising,100.0,67.6201760005421,显著强于基准,-18.5265,0.0,True,True,False,False,True,True,buy_looked_good_then_broke
603659.SH,璞泰来,2025-06-27,2025-06-30,3,200,18.73,18.77,8.0,0.0021,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3651,avoid,59,0.0967,0.0201,0.8964,0.0316,suspicious,contract,neutral,rising,75.07301457785209,54.092203186364046,显著强于基准,-7.5325,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3107,avoid,58,0.2836,0.0317,0.5237,0.0411,suspicious,contract,neutral,high_zone,76.84559018490248,58.50754996456157,显著强于基准,-5.8125,0.0,False,True,False,True,False,True,other
600415.SH,小商品城,2025-06-25,2025-06-30,5,200,21.87,20.33,-308.0,-0.0704,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.4446,watch,65,0.0908,0.9274,0.0713,0.9033,valid,expand,gentle_expand,high_zone,83.4115700846529,72.61464098775441,显著强于基准,-62.375,0.0,defense_first,stand_aside,exit_on_invalidation,97,watch,observe,0.4932,watch,71,0.4583,0.3072,0.5942,0.1928,valid,expand,neutral,rising,73.43744766570173,66.9864177507197,显著强于基准,-17.258,0.0,True,False,False,False,True,True,other
002384.SZ,东山精密,2025-07-02,2025-07-03,1,100,39.67,43.41,374.0,0.0943,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,96,watch,observe,0.6576,candidate,72,0.9644,0.1005,0.8049,0.0721,suspicious,neutral,neutral,rising,78.64316300931706,62.44526429375358,显著强于基准,6.154,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.6121,candidate,75,0.5189,0.9111,0.5589,0.2127,suspicious,expand,gentle_expand,high_zone,100.0,79.00828224342357,显著强于基准,-14.8395,0.0,False,True,False,False,True,True,other
600967.SH,内蒙一机,2025-07-01,2025-07-03,2,200,19.03,16.96,-414.0,-0.1088,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5643,candidate,65,0.0519,0.9549,0.0287,0.961,valid,expand,neutral,rising,100.0,76.66399190760814,显著强于基准,-61.2285,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5853,candidate,69,0.8349,0.2476,0.0337,0.8417,suspicious,contract,neutral,rising,100.0,66.37093166676718,显著强于基准,-41.4655,0.0,True,False,False,False,True,True,other
601168.SH,西部矿业,2025-07-03,2025-07-07,4,200,17.52,17.05,-94.0,-0.0268,defense_first,stand_aside,exit_on_invalidation,100,exhausted,reject,0.3645,avoid,58,0.051,0.9028,0.0148,0.8957,suspicious,contract,gentle_expand,high_zone,55.67421503537267,46.51320456795203,略强于基准,-59.3195,0.0,defense_first,stand_aside,exit_on_invalidation,83,watch,reject,0.3694,avoid,63,0.534,0.0519,0.2026,0.2282,invalid,contract,neutral,rising,65.30691325638603,54.867782061748976,与基准大体同步,-20.339,0.0,True,False,False,False,True,True,other
002384.SZ,东山精密,2025-07-04,2025-07-07,3,100,42.5,40.49,-201.0,-0.0473,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.7035,ready,75,0.9522,0.8498,0.1482,0.8683,suspicious,neutral,neutral,rising,88.47979857591305,63.53683798860889,显著强于基准,-41.3965,0.0,defense_first,stand_aside,exit_on_invalidation,90,watch,reject,0.6968,candidate,77,0.986,0.1284,0.5916,0.2411,invalid,contract,neutral,rising,89.36667811853368,61.762775861142416,显著强于基准,-8.89,0.0,True,False,False,False,True,True,other
603993.SH,洛阳钼业,2025-07-03,2025-07-08,5,500,8.65,8.52,-65.0,-0.015,defense_first,stand_aside,exit_on_invalidation,87,exhausted,reject,0.3837,avoid,62,0.0999,0.7385,0.0905,0.0401,suspicious,contract,neutral,high_zone,54.86072600275162,45.44671887262662,显著强于基准,-14.6915,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3644,avoid,50,0.4989,0.0264,0.5009,0.027,suspicious,contract,neutral,high_zone,65.46564595347407,54.70442117689916,与基准大体同步,9.756,0.0,True,False,False,True,False,True,other
002080.SZ,中材科技,2025-07-07,2025-07-08,1,100,22.84,24.28,144.0,0.063,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.6044,candidate,63,0.8601,0.0722,0.9365,0.0768,valid,neutral,gentle_expand,rising,100.0,68.75996521516286,显著强于基准,11.792,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5967,candidate,64,0.1036,0.774,0.3092,0.6222,valid,neutral,gentle_expand,high_zone,100.0,73.39660255974634,显著强于基准,-37.4085,0.0,False,True,False,False,True,True,other
002558.SZ,巨人网络,2025-07-07,2025-07-08,1,100,24.43,25.77,134.0,0.0549,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.8599,ready,67,0.976,0.047,0.9123,0.021,valid,neutral,pullback_shrink,rising,92.5287596719421,62.3821468529695,略强于基准,24.9555,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.8043,ready,68,0.7327,0.368,0.108,0.4296,valid,neutral,neutral,high_zone,85.10103068841468,63.84911410511626,显著强于基准,-7.9285,0.0,False,True,False,True,False,True,other
600673.SH,东阳光,2025-07-08,2025-07-10,2,300,13.99,13.55,-132.0,-0.0315,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.3784,avoid,60,0.0576,0.925,0.0748,0.9366,valid,neutral,gentle_expand,high_zone,100.0,76.3887925390643,显著强于基准,-63.016,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.5022,watch,59,0.6111,0.3537,0.6329,0.2931,suspicious,contract,neutral,rising,87.22692541271384,62.67593207670525,显著强于基准,-6.765,0.0,True,False,False,True,False,True,other
000959.SZ,首钢股份,2025-07-08,2025-07-10,2,1000,4.03,4.01,-13.64,-0.005,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4836,watch,62,0.9622,0.05,0.0743,0.1046,suspicious,contract,gentle_expand,high_zone,94.14240584286306,67.95063054488608,显著强于基准,7.73,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4952,watch,59,0.7365,0.2359,0.5947,0.1465,valid,contract,neutral,high_zone,85.277817213842,65.28772004773239,显著强于基准,4.224,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
000959.SZ,首钢股份,2025-07-09,2025-07-10,1,100,3.96,4.01,-1.36,0.0126,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.5484,watch,59,0.9277,0.0104,0.8881,0.0808,suspicious,contract,neutral,rising,86.06896008943909,60.048513471317776,略强于基准,14.384,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.4952,watch,59,0.7365,0.2359,0.5947,0.1465,valid,contract,neutral,high_zone,85.277817213842,65.28772004773239,显著强于基准,4.224,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
600095.SH,湘财股份,2025-07-10,2025-07-11,1,300,11.33,11.45,36.0,0.0106,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5363,watch,62,0.9462,0.9056,0.051,0.9757,suspicious,neutral,neutral,rising,92.61797243201673,66.20271258139363,显著强于基准,-42.4845,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5881,candidate,62,0.8874,0.3118,0.066,0.8272,suspicious,neutral,gentle_expand,rising,100.0,65.93643840661886,显著强于基准,-32.4195,0.0,False,False,False,False,True,True,other
002080.SZ,中材科技,2025-07-11,2025-07-14,3,100,23.78,24.11,33.0,0.0139,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.6318,candidate,66,0.9294,0.1305,0.9001,0.0934,valid,neutral,neutral,rising,100.0,68.66149115988209,显著强于基准,10.415,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.6205,candidate,65,0.8042,0.0294,0.5875,0.0827,suspicious,contract,neutral,rising,100.0,63.7153956797979,显著强于基准,9.0445,0.0,False,True,False,True,False,True,other
601696.SH,中银证券,2025-07-14,2025-07-15,1,300,13.02,12.42,-180.0,-0.0461,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.208,avoid,68,0.7334,0.2067,0.0767,0.963,suspicious,expand,neutral,rising,80.15613160108597,74.62558545712771,显著强于基准,-66.752,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3841,avoid,69,0.7486,0.489,0.1159,0.9073,suspicious,neutral,neutral,rising,86.37529841760355,68.16245652821931,显著强于基准,-56.1815,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
002558.SZ,巨人网络,2025-07-10,2025-07-15,5,100,26.44,25.8,-64.0,-0.0242,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.783,ready,68,0.2467,0.7573,0.0942,0.807,suspicious,neutral,neutral,high_zone,90.67630631907222,64.04577113426087,显著强于基准,-41.251,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.7705,ready,64,0.9608,0.049,0.7702,0.0118,valid,neutral,neutral,rising,81.7410229280695,58.81928978549972,与基准大体同步,24.1805,0.0,True,False,False,True,False,True,other
000932.SZ,华菱钢铁,2025-07-08,2025-07-16,8,800,5.21,5.09,-96.0,-0.023,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.3645,avoid,59,0.9054,0.0267,0.0337,0.0404,suspicious,contract,gentle_expand,high_zone,86.0068840398273,64.58210365734472,显著强于基准,8.0865,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,86,watch,observe,0.4427,watch,58,0.8194,0.0487,0.8182,0.0529,suspicious,expand,neutral,rising,76.17543692101995,59.57777939957049,与基准大体同步,5.2355,0.0,True,True,False,True,False,True,system_stayed_positive_but_loss
002938.SZ,鹏鼎控股,2025-07-16,2025-07-17,1,100,41.82,45.89,407.0,0.0973,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.557,candidate,69,0.9024,0.1216,0.786,0.1376,suspicious,neutral,neutral,rising,93.02639758669356,64.56185252600636,显著强于基准,0.857,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5212,watch,69,0.3171,0.7805,0.6732,0.4745,suspicious,neutral,gentle_expand,high_zone,100.0,73.08399557304702,显著强于基准,-32.674,0.0,False,True,False,False,True,True,other
600606.SH,绿地控股,2025-07-15,2025-07-17,2,1900,2.24,1.97,-513.0,-0.1205,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.2515,avoid,67,0.0482,0.9569,0.0215,0.9663,valid,expand,impulsive_spike,rising,90.0,78.25395935197544,显著强于基准,-77.6965,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.4103,watch,81,0.8479,0.1341,0.2458,0.6764,invalid,contract,neutral,rising,100.0,67.92696389516905,显著强于基准,-51.1625,0.0,True,False,False,False,True,True,other
600588.SH,用友网络,2025-07-17,2025-07-18,1,300,14.25,14.31,18.0,0.0042,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,90,watch,observe,0.3888,avoid,70,0.9191,0.0678,0.8741,0.1399,suspicious,neutral,neutral,rising,68.64271450474891,59.05535297909799,略强于基准,-11.016,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,87,watch,observe,0.4717,watch,70,0.8777,0.0596,0.6185,0.0724,suspicious,neutral,gentle_expand,rising,75.6220557166905,59.05287056957602,显著强于基准,-5.1135,0.0,False,True,False,True,False,True,other
002080.SZ,中材科技,2025-07-18,2025-07-21,3,100,25.74,28.41,267.0,0.1037,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.5785,candidate,64,0.952,0.0232,0.9427,0.0155,valid,neutral,neutral,rising,89.91629095844345,63.68804810158261,显著强于基准,15.1425,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.4636,watch,67,0.1138,0.5245,0.3383,0.2419,valid,expand,gentle_expand,high_zone,100.0,79.52479530204646,显著强于基准,-23.376,0.0,False,True,False,False,True,True,other
300383.SZ,光环新网,2025-07-18,2025-07-21,3,200,15.67,15.32,-70.0,-0.0223,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.3816,avoid,67,0.1012,0.8536,0.0508,0.8466,invalid,contract,neutral,rising,78.54217647647737,56.60797095925298,显著强于基准,-63.6,0.0,defense_first,stand_aside,exit_on_invalidation,100,watch,reject,0.3941,avoid,68,0.886,0.082,0.6691,0.0978,invalid,contract,neutral,rising,77.36924663088304,58.02763550592915,略强于基准,-3.4135,0.0,True,False,False,False,True,True,other
002444.SZ,巨星科技,2025-07-15,2025-07-21,6,100,32.32,30.71,-161.0,-0.0498,defense_first,stand_aside,exit_on_invalidation,100,watch,observe,0.5025,watch,71,0.9519,0.0535,0.9452,0.0798,suspicious,neutral,gentle_expand,high_zone,93.75143018624856,67.16423160301784,显著强于基准,0.8625,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,watch,observe,0.5559,candidate,56,0.9773,0.0542,0.8788,0.0339,suspicious,neutral,neutral,rising,89.34160105890884,61.99573793182225,与基准大体同步,21.5275,0.0,True,False,False,True,False,True,other
